Return_ID,Order_ID,Return_Date,Return_Reason,Return_Status,Refund_Method,Refund_Amount
905694,706599,2025-06-04,Quality Issue,Completed,Original Payment,2580.22
905695,703584,2025-06-26,damaged,,original payment,1787.08
905696,715586,2024-04-21,Wrong Item,Rejected,Bank Transfer,2812.66
905697,713156,2024-02-19,Damaged,Completed,Bank Transfer,657.32
905698,711206,2024-10-27,Wrong Item,approved,original payment,20976.93
905699,708982,2025-07-31,Size Issue,requested,,3945.89
905700,708509,2024-05-06,Changed Mind,approved,UPI,1479.54
905701,705109,2024-11-05,Size Issue,requested,Original Payment,1921.25
905702,708092,2025-11-28,Not as Expected,requested,Original Payment,3181.15
905703,717615,2025-04-01,,Requested,UPI,4346.29
905704,717558,2025-08-12,Not as Expected,,UPI,6344.47
905705,706583,2024-12-25,size issue,requested,Original Payment,4824.96
905706,708531,2024-03-14,Damaged,,Original Payment,6845.56
905707,705110,2024-02-04,size issue,approved,UPI,922.56
905708,707496,2024-07-28,Damaged,Approved,Original Payment,1858.35
905709,700281,2025-05-07,Duplicate Order,Approved,original payment,2055.35
905710,705542,2024-10-20,Size Issue,requested,Original Payment,670.97
905711,719023,2024-09-25,Changed Mind,Requested,Store Credit,824.32
905712,719012,2024-01-25,Late Delivery,approved,Bank Transfer,742.1
905713,709212,2024-06-13,Damaged,Rejected,Original Payment,785.32
905714,702521,2024-06-11,damaged,Completed,Store Credit,2918.28
905715,718851,2025-10-04,size issue,Completed,Store Credit,2021.18
905716,711452,2025-05-23,Duplicate Order,Approved,original payment,1573.53
905717,700968,2024-01-15,Late Delivery,requested,Store Credit,5069.82
905718,719771,2026-01-02,,approved,UPI,2148.31
905719,713079,2024-12-31,size issue,Rejected,Original Payment,11840.15
905720,718262,2025-09-12,damaged,Completed,Bank Transfer,1943.72
905721,714554,2025-03-10,Changed Mind,approved,Bank Transfer,5630.96
905722,704381,2024-08-31,,,UPI,9859.53
905723,719495,2024-04-21,Not as Expected,approved,Store Credit,1157.89
905724,716913,2025-09-12,Damaged,Approved,original payment,3270.18
905725,700501,2026-01-11,Damaged,Rejected,original payment,1615.16
905726,703128,2025-06-05,damaged,Approved,,5453.71
905727,709278,2025-12-30,Changed Mind,requested,Store Credit,6155.21
905728,718606,2025-11-09,Wrong Item,Completed,Store Credit,11010.45
905729,708623,2025-08-07,size issue,Requested,Store Credit,4683.46
905730,716049,2025-07-18,Late Delivery,Approved,Bank Transfer,0.0
905731,714724,2025-10-13,Changed Mind,Approved,Store Credit,9130.66
905732,707931,2024-03-03,Late Delivery,requested,UPI,11244.14
905733,718871,2025-05-13,Wrong Item,Completed,original payment,1024.75
905734,713953,2024-10-03,Not as Expected,Requested,UPI,11187.33
905735,702747,2025-02-15,Quality Issue,approved,Bank Transfer,999999.0
905736,714185,2025-07-08,Not as Expected,Requested,original payment,5353.16
905737,700837,2025-05-24,Changed Mind,requested,,367.72
905738,714246,2025-11-03,size issue,requested,UPI,2318.63
905739,703647,2024-07-13,damaged,requested,,31052.84
905740,713323,2024-02-01,,Approved,original payment,1485.3
905741,717422,2026-01-06,Duplicate Order,,original payment,1221.23
905742,709766,2024-08-15,Wrong Item,Approved,UPI,2561.54
905743,701555,2024-05-11,Changed Mind,Approved,UPI,982.76
905744,708222,2025-06-09,Damaged,Completed,,902.74
905745,713247,2024-04-21,Size Issue,approved,Original Payment,3009.32
905746,708511,2025-08-16,size issue,approved,Bank Transfer,8672.59
905747,706398,2024-11-01,Size Issue,approved,original payment,2734.87
905748,712243,2025-05-27,Size Issue,requested,original payment,3900.61
905749,714127,2025-09-21,Size Issue,Completed,original payment,3814.41
905750,703628,2024-12-22,Wrong Item,requested,,2349.66
905751,710718,2024-05-03,Not as Expected,Completed,original payment,0.0
905752,703658,2024-07-23,Size Issue,approved,Original Payment,0.0
905753,706176,2025-05-29,Changed Mind,requested,UPI,23166.73
905754,709879,2024-11-24,Wrong Item,requested,original payment,1055.58
905755,715246,2024-12-18,Quality Issue,,Original Payment,9800.34
905756,705949,2025-05-14,Not as Expected,Rejected,Original Payment,4291.78
905757,710318,2024-05-01,Duplicate Order,approved,,5354.92
905758,713027,2024-11-16,Wrong Item,,,6205.14
905759,716558,2024-01-28,Quality Issue,Requested,,1628.0
905760,718524,2024-04-13,Changed Mind,Rejected,Store Credit,1744.51
905761,714738,2025-03-13,,Completed,original payment,1622628.25
905762,715132,2025-01-12,Wrong Item,Rejected,Original Payment,8212.03
905763,719079,2025-03-14,Changed Mind,requested,Original Payment,1334.86
905764,702864,2024-04-09,Late Delivery,Requested,,3843.01
905765,717995,2024-03-24,Late Delivery,Approved,Store Credit,3813.47
905766,703613,2024-05-19,,requested,UPI,7126.85
905767,703978,2025-06-09,Quality Issue,Requested,original payment,2075.66
905768,704412,2024-09-12,Quality Issue,Completed,Original Payment,1856.39
905769,703783,2024-01-11,Size Issue,Rejected,,0.0
905770,703038,2025-10-10,Wrong Item,approved,Original Payment,10777.29
905771,716256,2025-04-25,Not as Expected,requested,Store Credit,3492.67
905772,713232,2024-03-22,damaged,,Bank Transfer,718470.17
905773,715228,2024-11-10,damaged,Approved,Original Payment,4520.04
905774,716142,2025-05-24,Duplicate Order,Rejected,,11056.89
905775,701930,2025-12-13,Late Delivery,,,4140.36
905776,719387,2024-08-22,Wrong Item,Rejected,original payment,6121.04
905777,704823,2024-02-10,Not as Expected,Requested,original payment,22557.12
905778,706222,2025-08-28,Size Issue,Rejected,,2034.88
905779,716188,2024-02-03,size issue,requested,Original Payment,973.68
905780,708949,2025-03-18,Changed Mind,Completed,UPI,947.43
905781,708796,2025-01-13,,requested,Store Credit,6071.0
905782,711621,2025-11-26,Size Issue,Rejected,UPI,651.88
905783,707832,2025-05-29,size issue,Rejected,UPI,6859.72
905784,702660,2025-12-29,,Requested,Bank Transfer,3888.14
905785,705752,2024-08-25,damaged,Rejected,original payment,4340.84
905786,703279,2024-07-11,size issue,Completed,,982.16
905787,700643,2025-10-28,Late Delivery,Approved,UPI,0.0
905788,719288,2024-12-20,Damaged,Completed,original payment,235.11
905789,719526,2024-04-01,Late Delivery,requested,Bank Transfer,999999.0
905790,717178,2025-11-16,Not as Expected,approved,original payment,5109.61
905791,717279,2024-10-18,Wrong Item,Approved,Bank Transfer,3436.82
905792,708993,2024-03-09,Late Delivery,Completed,UPI,4690.42
905793,711844,2025-07-29,Changed Mind,,Bank Transfer,28120.2
905794,715955,2025-07-04,Quality Issue,approved,original payment,934.42
905795,706488,2025-01-07,Not as Expected,requested,Original Payment,1979.01
905796,716772,2024-11-13,,Completed,UPI,1523.96
905797,707653,2024-01-27,Duplicate Order,Approved,Bank Transfer,2195.19
905798,704963,2024-12-29,Late Delivery,requested,Store Credit,2157.22
905799,704473,2024-07-16,damaged,requested,Store Credit,9421.21
905800,714062,2024-05-08,Changed Mind,Rejected,original payment,1656.83
905801,700804,2025-07-01,Wrong Item,requested,Original Payment,4580.67
905802,706516,2024-07-04,,Completed,Bank Transfer,1684.46
905803,711417,2024-06-13,Quality Issue,requested,UPI,3422.42
905804,702843,2024-08-27,Duplicate Order,Completed,UPI,3785.44
905805,707220,2025-09-25,Changed Mind,requested,Store Credit,2830.9
905806,714337,2025-09-28,Wrong Item,Approved,original payment,9148.36
905807,707222,2024-08-21,Size Issue,Completed,Store Credit,5104.65
905808,715368,2024-07-06,Late Delivery,Rejected,Original Payment,15870.06
905809,713626,2025-02-28,Duplicate Order,Requested,Original Payment,8725.13
905810,705151,2024-02-19,Damaged,approved,UPI,3069.92
905811,701233,2024-10-19,Late Delivery,Completed,original payment,4103.49
905812,718487,2024-05-19,size issue,Completed,,6944.49
905813,705857,2025-03-02,Changed Mind,Requested,original payment,544.21
905814,718403,2024-05-24,size issue,requested,original payment,738.78
905815,701814,2025-09-22,Duplicate Order,Requested,UPI,4051.52
905816,706795,2025-09-26,,,UPI,2577.59
905817,706487,2025-11-03,Quality Issue,Approved,original payment,311.0
905818,717735,2025-02-13,size issue,requested,original payment,17555.82
905819,710175,2024-08-14,size issue,Rejected,Bank Transfer,35884.84
905820,713169,2024-02-08,,,Bank Transfer,18010.23
905821,704136,2025-01-28,damaged,,,718.25
905822,704958,2025-12-07,,,Original Payment,5791.39
905823,706950,2025-05-30,Quality Issue,requested,Store Credit,3145412.99
905824,709290,2024-02-23,Quality Issue,Rejected,Original Payment,1313.22
905825,716040,2024-12-18,Quality Issue,,Bank Transfer,17595.21
905826,705487,2024-03-08,Damaged,Requested,UPI,8198.16
905827,712414,2025-05-19,,Completed,,3615.51
905828,704522,2024-08-03,size issue,Approved,Store Credit,5602.38
905829,713182,2024-05-16,Duplicate Order,approved,,6807.56
905830,717851,2024-05-12,size issue,Completed,Bank Transfer,2725.23
905831,704227,2024-11-13,Quality Issue,Approved,original payment,2538.31
905832,711912,2024-01-26,Changed Mind,Completed,Bank Transfer,19533.68
905833,703357,2024-03-12,Wrong Item,approved,,1258.92
905834,718099,2025-03-02,Changed Mind,Rejected,UPI,878.53
905835,705999,2025-11-04,Changed Mind,requested,UPI,2547.17
905836,705843,2025-09-08,Quality Issue,,original payment,4648.42
905837,717248,2025-09-09,Damaged,Approved,Store Credit,1283.58
905838,718499,2025-09-28,Damaged,approved,original payment,756.1
905839,701381,2024-05-27,damaged,approved,Original Payment,1290.37
905840,707198,2024-10-26,,Completed,original payment,608.81
905841,719287,2025-02-23,Not as Expected,,Store Credit,6357.49
905842,714054,2024-11-02,,Completed,Store Credit,302.61
905843,702256,2025-06-10,,approved,UPI,105773.95
905844,704906,2025-02-05,Changed Mind,,original payment,2667.79
905845,719344,2024-09-08,Wrong Item,,,8671.44
905846,715095,2025-05-04,Changed Mind,approved,,1508.9
905847,701295,2024-07-03,Wrong Item,Approved,UPI,5972.31
905848,708360,2024-03-17,Wrong Item,approved,original payment,4590.57
905849,719885,2025-04-24,Damaged,Rejected,UPI,1519.64
905850,709858,2024-01-24,Size Issue,Rejected,Original Payment,7940.84
905851,716977,2025-11-23,Damaged,Requested,Original Payment,1552.41
905852,705380,2024-08-10,damaged,requested,Original Payment,4092.73
905853,704720,2024-07-27,Wrong Item,Rejected,Store Credit,20165.88
905854,713652,2025-10-02,Wrong Item,Approved,Bank Transfer,606.24
905855,718365,2024-02-19,size issue,Requested,original payment,2363.65
905856,710347,2025-04-28,Late Delivery,approved,Bank Transfer,2459.25
905857,703155,2024-10-10,damaged,requested,UPI,6443.34
905858,707698,2025-01-23,Changed Mind,Approved,original payment,3660.84
905859,719713,2024-10-27,Not as Expected,Approved,Store Credit,3397.74
905860,708810,2025-06-21,Wrong Item,Approved,Store Credit,1542.33
905861,715398,2025-09-15,Changed Mind,Completed,original payment,2336.91
905862,700994,2024-10-17,Size Issue,requested,,1365.46
905863,704420,2023-11-05,Late Delivery,Approved,Store Credit,55992.72
905864,711734,2025-03-06,,approved,Bank Transfer,7438.36
905865,708228,2025-06-04,Late Delivery,,Store Credit,824.29
905866,704669,2025-09-16,Quality Issue,Completed,Bank Transfer,3667.37
905867,719973,2025-06-07,damaged,,Bank Transfer,2516.32
905868,705242,2024-05-10,Quality Issue,Completed,Original Payment,7628.63
905869,711134,2025-03-28,Duplicate Order,Requested,Bank Transfer,2414.89
905870,719608,2024-10-12,Size Issue,approved,,6237.82
905871,704130,2024-03-08,Size Issue,Rejected,original payment,11496.39
905872,700873,2025-12-09,Quality Issue,Rejected,Original Payment,3140.14
905873,700340,2024-02-07,Late Delivery,requested,Bank Transfer,0.0
905874,712715,2025-05-06,damaged,Rejected,Bank Transfer,552.49
905875,714135,2024-03-23,Duplicate Order,Rejected,UPI,9699.47
905876,705607,2026-01-19,Quality Issue,Rejected,,4394.63
905877,708508,2024-12-27,,Completed,Original Payment,2387.02
905878,718563,2024-03-24,Quality Issue,approved,Original Payment,2245.61
905879,708685,2025-11-02,,,original payment,29835.89
905880,716274,2024-02-18,Duplicate Order,Completed,Store Credit,5248.34
905881,718322,2024-04-06,Not as Expected,Rejected,original payment,15663.17
905882,715739,2025-12-26,Late Delivery,Requested,Bank Transfer,1824.31
905883,706817,2025-11-21,,,UPI,3635.82
905884,707201,2025-07-31,Duplicate Order,Completed,UPI,32313.02
905885,712423,2025-07-03,Damaged,,original payment,1305146.64
905886,715631,2025-09-13,damaged,Approved,original payment,1370.31
905887,703638,2025-07-06,Wrong Item,Approved,,906.82
905888,707523,2025-12-26,Damaged,Approved,Original Payment,12876.24
905889,701671,2024-01-04,Damaged,,original payment,308.63
905890,701277,2024-10-11,size issue,Rejected,,21555.17
905891,705496,2025-12-12,Quality Issue,approved,UPI,15756.8
905892,717549,2024-08-14,Duplicate Order,Requested,,3005.1
905893,714779,2024-12-04,Quality Issue,,Bank Transfer,344.49
905894,710802,2024-10-23,Changed Mind,Requested,original payment,1924.74
905895,717839,2024-05-09,,Completed,,7553.26
905896,718323,2024-02-15,Wrong Item,Approved,Original Payment,2538.44
905897,714286,2024-06-13,size issue,Requested,original payment,0.0
905898,700553,2025-08-11,Late Delivery,approved,original payment,20974.52
905899,715679,2024-03-03,Changed Mind,,UPI,4570.17
905900,711323,2024-06-11,Not as Expected,Requested,original payment,477.99
905901,719823,2024-05-31,Not as Expected,Completed,original payment,10428.15
905902,710420,2024-05-04,size issue,Requested,UPI,1020.92
905903,706260,2025-10-29,Quality Issue,Requested,UPI,962.38
905904,700757,2024-10-27,Size Issue,approved,UPI,32722.41
905905,717282,2024-02-05,damaged,Requested,Original Payment,5089.23
905906,716839,2024-07-28,Not as Expected,Requested,UPI,368.28
905907,711460,2025-12-10,Late Delivery,approved,Bank Transfer,8825.29
905908,713350,2024-12-13,Late Delivery,Rejected,,912.77
905909,711536,2024-05-22,Quality Issue,approved,original payment,2707.4
905910,716091,2025-06-27,,Requested,Original Payment,431.83
905911,706802,2024-11-24,damaged,Approved,Bank Transfer,3983082.01
905912,700914,2025-12-19,Not as Expected,Approved,,9439.99
905913,708941,2024-11-02,Not as Expected,Completed,,2542.54
905914,702145,2025-01-28,damaged,approved,,5649.87
905915,718798,2024-11-18,Changed Mind,Approved,Store Credit,2127.33
905916,709624,2024-03-10,damaged,Completed,original payment,4835.04
905917,718814,2025-07-05,damaged,Requested,Store Credit,3992.26
905918,709648,2025-06-12,size issue,requested,Store Credit,13497.08
905919,712818,2026-01-13,size issue,,original payment,0.0
905920,712986,2025-01-24,Not as Expected,Completed,UPI,2381.89
905921,702324,2024-08-27,Damaged,Completed,Bank Transfer,4131.27
905922,708075,2024-10-14,Damaged,Completed,Store Credit,701.53
905923,700770,2024-11-30,Late Delivery,Completed,Bank Transfer,1197.12
905924,712599,2025-11-07,damaged,approved,,2539.71
905925,718775,2025-02-04,size issue,Completed,original payment,0.0
905926,709711,2024-09-24,Size Issue,Completed,UPI,1231790.25
905927,714590,2025-04-10,Late Delivery,Rejected,Bank Transfer,4936.75
905928,710961,2025-02-11,Changed Mind,Completed,Bank Transfer,21407.43
905929,701205,2024-02-22,damaged,Completed,,7254.89
905930,708025,2025-12-17,damaged,approved,Original Payment,4437.82
905931,703621,2024-12-23,Duplicate Order,Requested,original payment,9954.25
905932,704778,2025-03-31,Duplicate Order,Completed,UPI,1632.64
905933,714710,2024-06-16,Wrong Item,approved,UPI,2204897.04
905934,715716,2024-10-29,,Completed,,3065.34
905935,711067,2026-01-21,,approved,Original Payment,2018.45
905936,707213,2024-01-08,Late Delivery,Rejected,Original Payment,28969.22
905937,717495,2025-02-09,Late Delivery,requested,Original Payment,1637.79
905938,710413,2025-11-16,Size Issue,Requested,original payment,1122.61
905939,715425,2025-02-06,Not as Expected,Requested,Store Credit,0.0
905940,714492,2024-07-11,Damaged,Rejected,Store Credit,1799236.44
905941,714105,2025-01-19,,Requested,,7216.53
905942,708417,2024-04-10,Not as Expected,Requested,,278.02
905943,710849,2024-12-17,Not as Expected,requested,,547.3
905944,702318,2024-01-17,Not as Expected,approved,Bank Transfer,8308.36
905945,709752,2025-05-11,Changed Mind,requested,Store Credit,2708.83
905946,715970,2024-03-09,,Approved,Bank Transfer,18440.24
905947,718279,2024-08-02,Quality Issue,requested,,3966.74
905948,710015,2024-08-04,Quality Issue,requested,Original Payment,1335.37
905949,701759,2024-07-12,,Approved,,3872.57
905950,710051,2024-02-10,Changed Mind,Completed,Original Payment,2887.51
905951,714197,2025-07-09,Not as Expected,Approved,original payment,1949.95
905952,706864,2024-02-26,Changed Mind,Completed,Store Credit,13022.84
905953,701958,2024-04-18,Not as Expected,Requested,Store Credit,17602.56
905954,704708,2025-05-26,size issue,Rejected,Store Credit,3565.67
905955,712789,2025-12-31,Damaged,requested,original payment,1792.29
905956,706665,2025-07-06,damaged,approved,UPI,259.57
905957,700803,2025-03-06,Damaged,requested,original payment,1196.0
905958,709041,2024-06-13,Quality Issue,approved,UPI,1466.12
905959,701074,2025-06-07,Duplicate Order,approved,,11088.43
905960,713550,2025-05-03,Duplicate Order,,Bank Transfer,1671.27
905961,712183,2025-05-17,Wrong Item,approved,Original Payment,922.85
905962,705706,2025-06-05,Size Issue,approved,Original Payment,1535498.99
905963,716684,2025-11-27,size issue,Approved,Bank Transfer,2289.01
905964,707891,2025-07-08,size issue,requested,Bank Transfer,6803.52
905965,700369,2025-01-16,Size Issue,,Bank Transfer,0.0
905966,704659,2024-03-11,Not as Expected,requested,Store Credit,999999.0
905967,706787,2025-04-17,Not as Expected,Requested,original payment,3470.18
905968,719860,2024-11-06,Duplicate Order,Rejected,original payment,1814.55
905969,713005,2026-01-10,Wrong Item,Rejected,original payment,1640.17
905970,718649,2024-03-03,,requested,,5987.44
905971,701643,2025-12-23,Late Delivery,approved,,5920.24
905972,715563,2025-02-25,Duplicate Order,Requested,,20644.04
905973,717299,2025-02-06,Not as Expected,Approved,original payment,9829.21
905974,706242,2024-07-15,Quality Issue,Completed,,1117.69
905975,709333,2024-07-29,Size Issue,Completed,Bank Transfer,0.0
905976,715839,2025-02-28,damaged,Requested,,1972.71
905977,704064,2025-02-11,Damaged,Rejected,UPI,12921.23
905978,719839,2025-07-23,Duplicate Order,Rejected,original payment,27190.11
905979,702896,2024-12-20,,Completed,original payment,5372.27
905980,709197,2025-01-05,Damaged,Completed,,1523.9
905981,719646,2024-12-02,Changed Mind,approved,Original Payment,11219.71
905982,711146,2024-10-21,Late Delivery,Rejected,Store Credit,18972.42
905983,710685,2025-10-02,Wrong Item,Rejected,Bank Transfer,376.91
905984,707422,2025-07-26,Size Issue,Rejected,Original Payment,21391.23
905985,718877,2024-05-12,Not as Expected,requested,UPI,1832.17
905986,705919,2024-11-08,Damaged,requested,Bank Transfer,1064.69
905987,711662,2024-06-28,Duplicate Order,approved,original payment,3315.9
905988,713033,2026-01-16,damaged,approved,original payment,2519.04
905989,715096,2025-11-10,Duplicate Order,Completed,Store Credit,1900.6
905990,702639,2024-07-29,Size Issue,,,36551.84
905991,707123,2025-04-12,,approved,Store Credit,13896.46
905992,714430,2025-04-04,damaged,approved,Store Credit,21151.01
905993,707676,2024-01-17,Duplicate Order,requested,,4700.13
905994,704726,2024-04-04,Wrong Item,Completed,,-500.0
905995,712352,2025-10-14,Quality Issue,Completed,,223.87
905996,712596,2025-12-13,damaged,Completed,Store Credit,25635.09
905997,704352,2025-12-16,Late Delivery,Approved,Bank Transfer,13172.49
905998,703960,2025-06-25,Quality Issue,Approved,UPI,2323.88
905999,706910,2025-08-03,Late Delivery,Rejected,,2949.75
906000,712124,2024-12-08,,Requested,Store Credit,138579.21
906001,718120,2024-05-12,Changed Mind,approved,,1312.45
906002,700067,2024-03-20,Damaged,Completed,,1660.04
906003,704531,2024-04-10,Not as Expected,approved,original payment,2474.16
906004,716207,2026-01-19,Damaged,Approved,original payment,3623.08
906005,711631,2026-01-20,damaged,Rejected,UPI,3263.39
906006,719945,2024-05-19,Not as Expected,,original payment,1754.96
906007,712644,2024-11-27,Late Delivery,requested,original payment,3382.44
906008,703676,2025-04-04,Size Issue,Rejected,,12136.68
906009,709075,2024-07-11,Damaged,,original payment,2433.61
906010,708736,2025-06-06,Quality Issue,Completed,Original Payment,3636.8
906011,712283,2025-03-24,Duplicate Order,approved,Store Credit,6799.25
906012,714335,2024-10-18,Not as Expected,Rejected,UPI,16519.56
906013,706066,2024-11-06,,,,1701.78
906014,710504,2025-09-15,Damaged,Rejected,Original Payment,7902.91
906015,714944,2025-01-31,Late Delivery,Completed,Bank Transfer,498.76
906016,718308,2024-10-01,Quality Issue,Rejected,Store Credit,4846.68
906017,711201,2024-05-12,Quality Issue,,,1061.76
906018,701632,2024-04-01,Quality Issue,Completed,,3055.15
906019,700359,2024-02-28,Duplicate Order,approved,Store Credit,5727.71
906020,700265,2025-04-30,,requested,original payment,475.27
906021,709345,2026-01-14,Not as Expected,Completed,Original Payment,5752.62
906022,707156,2025-01-13,size issue,Approved,original payment,4850.58
906023,714209,2024-01-12,Changed Mind,Completed,Store Credit,1143.85
906024,717216,2024-07-25,Wrong Item,Completed,original payment,3537.7
906025,704235,2025-05-23,Quality Issue,Requested,,411.63
906026,712884,2025-12-25,Wrong Item,Approved,UPI,10642.55
906027,711322,2024-01-31,Duplicate Order,Rejected,UPI,470.66
906028,712854,2024-11-26,Size Issue,,UPI,862.8
906029,701716,2024-03-14,Not as Expected,Approved,Bank Transfer,2708.1
906030,711487,2024-11-07,,Requested,original payment,5052.34
906031,702472,2025-01-26,Late Delivery,,original payment,11520.21
906032,715573,2024-03-10,Size Issue,Rejected,,749.89
906033,711664,2025-12-06,Late Delivery,requested,Bank Transfer,1763.71
906034,709486,2024-03-08,Damaged,Rejected,UPI,6124.78
906035,709809,2025-08-30,Changed Mind,Approved,Original Payment,16512.33
906036,716349,2024-04-17,Changed Mind,Approved,Bank Transfer,5178.42
906037,706073,2024-09-10,Wrong Item,Requested,Store Credit,5773.52
906038,719756,2025-03-07,Late Delivery,Rejected,UPI,1518.88
906039,700457,2024-02-22,size issue,Completed,UPI,0.0
906040,701262,2024-12-12,size issue,Rejected,original payment,6871.22
906041,710492,2024-05-26,Damaged,approved,original payment,10716.62
906042,704222,2025-06-12,Not as Expected,Requested,,5391.89
906043,711464,2025-07-31,Size Issue,,Original Payment,2768.31
906044,708735,2024-03-12,Size Issue,Rejected,,15349.54
906045,709941,2025-01-15,size issue,approved,,8779.89
906046,706683,2024-02-17,Quality Issue,Completed,Store Credit,4947.07
906047,705382,2025-02-15,,approved,Store Credit,2897.64
906048,702063,2024-08-29,Size Issue,requested,Bank Transfer,10635.22
906049,706944,2025-08-19,Late Delivery,Requested,Bank Transfer,2648.77
906050,710642,2025-01-10,,requested,Bank Transfer,5506.9
906051,716995,2024-07-28,Wrong Item,approved,Bank Transfer,4961.78
906052,700330,2025-03-29,size issue,Completed,Store Credit,4813.44
906053,719280,2025-09-16,Late Delivery,Completed,original payment,2951.75
906054,702300,2024-10-19,Wrong Item,Rejected,Bank Transfer,4066.04
906055,702312,2024-05-17,,Completed,original payment,0.0
906056,712069,2024-10-29,Wrong Item,Rejected,original payment,1295.93
906057,700403,2024-06-18,Duplicate Order,,Original Payment,4920.58
906058,700294,2026-01-03,Duplicate Order,Requested,,20987.75
906059,703274,2025-03-21,Damaged,Approved,UPI,7694.58
906060,714189,2025-10-14,Wrong Item,requested,Original Payment,3017.63
906061,719936,2024-06-10,Wrong Item,approved,UPI,2468.45
906062,705769,2024-12-22,damaged,Completed,Store Credit,1054.04
906063,709822,2024-04-21,Quality Issue,Approved,Store Credit,4935.2
906064,707730,2025-07-23,size issue,Rejected,,1041.95
906065,704668,2024-04-18,Quality Issue,Rejected,Bank Transfer,442.07
906066,700237,2025-09-06,size issue,Approved,Store Credit,22139.71
906067,717636,2025-01-31,size issue,Approved,,3295.74
906068,710700,2024-03-28,Damaged,Requested,Store Credit,1324.01
906069,713135,2025-11-18,Late Delivery,requested,Store Credit,5079.59
906070,709224,2025-07-29,Duplicate Order,Rejected,,1572.19
906071,706169,2024-11-29,Duplicate Order,Requested,Store Credit,4104.8
906072,708608,2025-04-29,Changed Mind,Requested,Original Payment,407.12
906073,712806,2024-10-14,damaged,Rejected,Store Credit,1668.21
906074,712047,2024-05-18,Not as Expected,,Original Payment,2937.99
906075,704243,2024-03-06,damaged,requested,Store Credit,6916.66
906076,711702,2025-10-23,Changed Mind,Rejected,Original Payment,4323.98
906077,711819,2025-12-21,Not as Expected,Requested,,1340.64
906078,704909,2024-12-29,Late Delivery,Requested,Bank Transfer,2171.14
906079,706167,2024-08-21,Quality Issue,,,622.05
906080,702097,2024-01-25,Late Delivery,approved,Bank Transfer,5996.28
906081,712034,2024-02-01,Not as Expected,,UPI,5663.69
906082,710782,2025-08-21,Size Issue,Completed,UPI,857.31
906083,702249,2024-02-04,,Rejected,Store Credit,3427.98
906084,707533,2025-12-27,Changed Mind,approved,Original Payment,13485.01
906085,703169,2024-09-29,Late Delivery,requested,Original Payment,1861.15
906086,710104,2024-12-27,Changed Mind,Approved,Bank Transfer,2836.25
906087,701683,2024-08-18,Duplicate Order,Rejected,,3222.19
906088,710191,2024-11-09,Quality Issue,approved,original payment,1164.04
906089,705135,2024-05-31,,requested,Original Payment,8203.58
906090,715123,2024-05-28,Quality Issue,requested,Bank Transfer,6372.52
906091,714254,2024-07-06,Duplicate Order,,Original Payment,32505.94
906092,714211,2024-08-13,Size Issue,Rejected,Original Payment,3614.81
906093,702336,2024-12-17,Duplicate Order,Completed,original payment,4096.32
906094,717258,2025-11-19,Quality Issue,approved,Bank Transfer,799.48
906095,708187,2025-01-07,Not as Expected,Approved,Bank Transfer,9890.92
906096,703728,2024-09-07,Changed Mind,,UPI,6349.13
906097,704591,2025-08-07,Size Issue,,original payment,5258.15
906098,712495,2024-06-16,Damaged,approved,original payment,2569.98
906099,705208,2025-10-07,Changed Mind,requested,original payment,4364345.06
906100,709794,2024-04-08,damaged,,Store Credit,6574.13
906101,717485,2025-08-16,Changed Mind,Completed,,2531.8
906102,716757,2024-06-16,Damaged,approved,Original Payment,2275.83
906103,709195,2025-10-09,size issue,Completed,original payment,11075.97
906104,718585,2024-05-20,,approved,,2522.09
906105,704565,2024-06-18,Not as Expected,requested,,3275.38
906106,704126,2024-01-17,Late Delivery,Approved,Store Credit,823.27
906107,710429,2025-12-18,Quality Issue,Approved,original payment,607.21
906108,706289,2024-06-25,Wrong Item,Approved,Store Credit,610.37
906109,714940,2024-06-19,Size Issue,Completed,Store Credit,1001.23
906110,718809,2024-12-08,size issue,approved,,1866.45
906111,715304,2024-09-22,Size Issue,requested,,1132.97
906112,700657,2024-02-07,Size Issue,Rejected,Store Credit,1266.65
906113,716879,2024-02-15,Changed Mind,,Bank Transfer,2323.79
906114,712051,2024-12-27,size issue,Completed,Original Payment,1635.88
906115,706343,2025-06-10,Late Delivery,,,9401.82
906116,711882,2024-06-01,Late Delivery,Rejected,Original Payment,1268.72
906117,702477,2024-07-04,,requested,Bank Transfer,1833.44
906118,709584,2024-11-10,Changed Mind,approved,Bank Transfer,780.44
906119,719733,2024-08-12,Damaged,Rejected,,2466.65
906120,716746,2025-12-11,Size Issue,Rejected,Bank Transfer,4755.6
906121,712493,2024-05-31,Damaged,Rejected,Store Credit,8374.12
906122,717580,2025-01-30,Quality Issue,,Bank Transfer,2369.49
906123,717229,2024-05-22,Late Delivery,Requested,Original Payment,1268.6
906124,719897,2024-12-09,,approved,Original Payment,1784.28
906125,702977,2024-07-21,,Requested,original payment,6813.91
906126,700619,2024-09-21,Changed Mind,,Bank Transfer,1817.17
906127,712388,2024-07-09,size issue,requested,Original Payment,1596.13
906128,703008,2024-12-11,Quality Issue,,Bank Transfer,4869.3
906129,710957,2025-03-29,Duplicate Order,Completed,Bank Transfer,3031.07
906130,716677,2024-03-13,Changed Mind,Completed,UPI,0.0
906131,706939,2025-08-27,Not as Expected,Rejected,original payment,2657.76
